GSVIVT01000001001								
GSVIVT01000002001	PF00999	PTHR10110	KOG1965			AT3G05030.1	ATNHX2,NHX2	sodium hydrogen exchanger 2
GSVIVT01023949001	PF00180	PTHR11835	KOG0784	1.1.1.41	K00030	AT4G35260.1	IDH-I,IDH1	isocitrate dehydrogenase 1
GSVIVT01023951001	PF00995	PTHR11679	KOG1301			AT2G17980.1	ATSLY1	Sec1/munc18-like (SM) proteins superfamily
GSVIVT01023952001	PF08621,PF08620	PTHR21483	KOG4732			AT4G38440.1		
GSVIVT01023953001	PF08100,PF00891	PTHR11746	KOG3178			AT4G35160.1		O-methyltransferase family protein
GSVIVT01023954001	PF08100,PF00891	PTHR11746	KOG3178			AT4G35160.1		O-methyltransferase family protein
GSVIVT01023955001	PF10551					AT4G38180.1	FRS5	FAR1-related sequence 5
GSVIVT01023956001	PF00646	PTHR23125:SF54				AT2G17020.1		F-box/RNI-like superfamily protein
GSVIVT01023957001	PF00560,PF00348,PF00646	PTHR12001	KOG0776			AT4G38460.1	GGR	geranylgeranyl reductase
GSVIVT01023958001	PF01842,PF07714,PF00069	PTHR23257	KOG0192			AT4G38470.1		ACT-like protein tyrosine kinase family protein
GSVIVT01023959001						AT1G53470.1	MSL4	mechanosensitive channel of small conductance-like 4
GSVIVT01023960001		PTHR23257				AT4G38470.1		ACT-like protein tyrosine kinase family protein
GSVIVT01023961001		PTHR23257				AT4G38470.1		ACT-like protein tyrosine kinase family protein
GSVIVT01023962001		PTHR23257				AT4G35780.1		ACT-like protein tyrosine kinase family protein
GSVIVT01023963001						AT1G53470.1	MSL4	mechanosensitive channel of small conductance-like 4
GSVIVT01023964001	PF02985,PF08064,PF02259,PF00454,PF02260	PTHR11139	KOG0890	2.7.11.1	K06640	AT5G40820.1	ATATR,ATR,ATRAD3	Ataxia telangiectasia-mutated and RAD3-related
GSVIVT01023965001	PF01535,PF01713	PTHR10483				AT2G17033.2		pentatricopeptide (PPR) repeat-containing protein
GSVIVT01023966001	PF01535	PTHR10483				AT1G62260.1	MEF9	mitochondrial editing factor 9
GSVIVT01023967001	PF00400	PTHR15574	KOG1334		K11804	AT4G35140.1		Transducin/WD40 repeat-like superfamily protein
GSVIVT01023968001	PF07690	PTHR10074	KOG2816			AT2G16980.2		Major facilitator superfamily protein
GSVIVT01023969001	PF08242,PF08241	PTHR10108				AT1G20330.1	CVP1,FRL1,SMT2	sterol methyltransferase 2
GSVIVT01023970001	PF00646					AT2G17030.1		F-box family protein with a domain of unknown function (DUF295)
GSVIVT01023971001	PF01535	PTHR10483				AT4G35130.1		Tetratricopeptide repeat (TPR)-like superfamily protein
GSVIVT01023972001	PF01603	PTHR10257	KOG2085			AT1G31830.1		Amino acid permease family protein
GSVIVT01023973001	PF00584					AT4G38490.1		
GSVIVT01023974001	PF03810,PF02985	PTHR10527	KOG2023			AT2G16950.2	ATTRN1,TRN1	transportin 1
GSVIVT01023975001	PF04765	PTHR12956				AT4G38500.1		Protein of unknown function (DUF616)
GSVIVT01023976001	PF08265		KOG4137		K11667	AT4G38495.1		
GSVIVT01023978001	PF00134,PF02984	PTHR10177	KOG0653			AT1G76310.1	CYCB2;4	CYCLIN B2;4
GSVIVT01023979001						ATCG00830.1		ribosomal protein L2
GSVIVT01023980001	PF00276				K02892	ATCG01300.1		ribosomal protein L23
GSVIVT01023981001	PF00036	PTHR10183	KOG0037			AT5G04870.1	ATCPK1,CPK1	calcium dependent protein kinase 1
GSVIVT01023982001	PF09378,PF02874,PF00006,PF00306	PTHR15184	KOG1351	3.6.3.14	K02147	AT4G38510.5		ATPase, V1 complex, subunit B protein
GSVIVT01023983001								
GSVIVT01023984001						AT1G33780.1		Protein of unknown function (DUF179)
GSVIVT01023985001		PTHR21499				AT5G13280.1	AK,AK-LYS1,AK1	aspartate kinase 1
GSVIVT01023986001	PF01851	PTHR10943				AT2G32730.1		26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit
GSVIVT01023987001								
GSVIVT01023988001						AT1G42430.1		
GSVIVT01023989001	PF03108,PF10551,PF04434,PF00098					AT1G49920.1		MuDR family transposase
GSVIVT01023990001	PF01593	PTHR23023	KOG0029			AT4G14210.1	PDE226,PDS,PDS3	phytoene desaturase 3
GSVIVT01023991001	PF11833					AT2G20920.1		Protein of unknown function (DUF3353)
GSVIVT01023992001	PF04783,PF04782	PTHR21450				AT1G21740.1		Protein of unknown function (DUF630 and DUF632)
GSVIVT01023994001	PF00481	PTHR13832	KOG0700			AT4G38520.1		Protein phosphatase 2C family protein
GSVIVT01023995001								
GSVIVT01023996001	PF05198	PTHR10938			K02520	AT1G34360.1		translation initiation factor 3 (IF-3) family protein
GSVIVT01023997001						AT2G16940.3		Splicing factor, CC1-like
GSVIVT01023998001	PF00076	PTHR10432	KOG0147			AT2G16940.2		Splicing factor, CC1-like
GSVIVT01023999001		PTHR13789				AT5G05320.1		FAD/NAD(P)-binding oxidoreductase family protein
GSVIVT01024000001		PTHR13789				AT5G05320.1		FAD/NAD(P)-binding oxidoreductase family protein
GSVIVT01024001001		PTHR13789:SF6				AT5G05320.1		FAD/NAD(P)-binding oxidoreductase family protein
GSVIVT01024003001	PF01399	PTHR10758	KOG2581			AT1G75990.1		PAM domain (PCI/PINT associated module) protein
GSVIVT01024004001	PF04628	PTHR12403	KOG3444			AT2G20930.1		SNARE-like superfamily protein
GSVIVT01024005001	PF00179	PTHR11621	KOG0895	6.3.2.19	K10581	AT2G16920.1	PFU2,UBC23	ubiquitin-conjugating enzyme 23
GSVIVT01024006001	PF06916	PTHR21377	KOG4526			AT2G20940.1		Protein of unknown function (DUF1279)
GSVIVT01024007001	PF02298					AT2G31050.1		Cupredoxin superfamily protein
GSVIVT01024008001	PF00010					AT2G16910.1	AMS	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
GSVIVT01024009001	PF08231	PTHR13264	KOG2609		K12868	AT2G16860.1		GCIP-interacting family protein
GSVIVT01024010001	PF00230	PTHR19139	KOG0223		K09872	AT4G35100.2	PIP2;7,PIP3,PIP3A,SIMIP	plasma membrane intrinsic protein 3
GSVIVT01024012001	PF00389,PF02826	PTHR10996	KOG0069			AT1G68010.1	ATHPR1,HPR	hydroxypyruvate reductase
GSVIVT01024013001	PF03931,PF01466	PTHR11165	KOG1724		K03094	AT1G75950.1	ASK1,ATSKP1,SKP1,SKP1A,UIP1	S phase kinase-associated protein 1
GSVIVT01024014001	PF03931,PF01466	PTHR11165	KOG1724			AT1G75950.1	ASK1,ATSKP1,SKP1,SKP1A,UIP1	S phase kinase-associated protein 1
GSVIVT01024017001	PF03931,PF01466	PTHR11165	KOG1724		K03094	AT1G75950.1	ASK1,ATSKP1,SKP1,SKP1A,UIP1	S phase kinase-associated protein 1
GSVIVT01024018001	PF03824					AT2G16800.1		high-affinity nickel-transport family protein
GSVIVT01024019001	PF01066	PTHR15362	KOG3240	2.7.8.11	K00999	AT1G68000.1	ATPIS,ATPIS1,PIS1	phosphatidylinositol synthase 1
GSVIVT01024021001			KOG1100			AT4G35070.1		SBP (S-ribonuclease binding protein) family protein
GSVIVT01024022001	PF00403	PTHR22814	KOG1603			AT4G38580.1	ATFP6,FP6,HIPP26	farnesylated protein 6
GSVIVT01024023001	PF00400,PF12265	PTHR22850	KOG0264		K10752	AT2G16780.1	MSI02,MSI2,NFC02,NFC2	Transducin family protein / WD-40 repeat family protein
GSVIVT01024024001						AT2G16770.1	bZIP23	Basic-leucine zipper (bZIP) transcription factor family protein
GSVIVT01024025001						AT2G17787.1		
GSVIVT01024026001	PF00069,PF07714,PF00582	PTHR23258	KOG1187			AT1G77280.1		Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
GSVIVT01024027001	PF00179	PTHR11621	KOG0417	6.3.2.19	K06689	AT1G64230.1	UBC28	ubiquitin-conjugating enzyme 28
GSVIVT01024029001	PF00071,PF08477	PTHR11708	KOG0393		K07975	AT4G35020.2	ARAC3,ATROP6,RAC3,RHO1PS,ROP6	RAC-like 3
GSVIVT01024030001	PF09329	PTHR13454			K10736	AT2G20980.1	MCM10	minichromosome maintenance 10
GSVIVT01024031001	PF01301,PF02140	PTHR23421	KOG0496			AT2G16730.1	BGAL13	glycosyl hydrolase family 35 protein
GSVIVT01024032001								
GSVIVT01024033001	PF00514,PF00632,PF02985	PTHR11254	KOG0170			AT4G38600.1	KAK,UPL3	HEAT repeat ;HECT-domain (ubiquitin-transferase)
GSVIVT01024034001	PF00168	PTHR10774	KOG1030			AT1G20080.1	ATSYTB,NTMC2T1.2,NTMC2TYPE1.2,SYT2,SYTB	Calcium-dependent lipid-binding (CaLB domain) family protein
GSVIVT01024035001	PF00141			1.11.1.11	K00434	AT4G35000.1	APX3	ascorbate peroxidase 3
GSVIVT01024036001	PF00249	PTHR10641	KOG0048		K09422	AT4G34990.1	AtMYB32,MYB32	myb domain protein 32
GSVIVT01024037001	PF10584,PF00227	PTHR11599	KOG0183	3.4.25.1	K02731	AT5G66140.1	PAD2	proteasome alpha subunit D2
GSVIVT01024038001	PF01490	PTHR22950	KOG1303			AT5G09220.1	AAP2	amino acid permease 2
GSVIVT01024039001	PF06911	PTHR21068				AT2G17840.1	ERD7	Senescence/dehydration-associated protein-related
GSVIVT01024040001	PF01535	PTHR10483				AT4G13650.1		Pentatricopeptide repeat (PPR) superfamily protein
GSVIVT01024041001	PF08711					AT4G24200.1		Transcription elongation factor (TFIIS) family protein
GSVIVT01024042001	PF05922,PF00082,PF02225	PTHR10795				AT4G34980.1	SLP2	subtilisin-like serine protease 2
GSVIVT01024043001	PF00241	PTHR11913	KOG1735			AT2G16700.1	ADF5,ATADF5	actin depolymerizing factor 5
GSVIVT01024045001	PF04515	PTHR12385	KOG1362			AT4G38640.1		Plasma-membrane choline transporter family protein
GSVIVT01024047001	PF00160	PTHR11071	KOG0880			AT4G34960.1		Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
GSVIVT01024048001	PF06813	PTHR21576				AT4G34950.1		Major facilitator superfamily protein
GSVIVT01024049001	PF00331					AT4G38650.1		Glycosyl hydrolase family 10 protein
GSVIVT01024050001	PF00314					AT4G38660.1		Pathogenesis-related thaumatin superfamily protein
GSVIVT01024052001	PF00314					AT4G38670.1		Pathogenesis-related thaumatin superfamily protein
GSVIVT01024053001						AT2G24960.2		
GSVIVT01024054001	PF01490	PTHR22950	KOG1303		K13946	AT2G21050.1	LAX2	like AUXIN RESISTANT 2
GSVIVT01024055001	PF00313	PTHR11544				AT2G21060.1	ATCSP4,ATGRP2B,GRP2B	glycine-rich protein 2B
GSVIVT01024056001	PF00514,PF02985					AT5G66200.1	ARO2	armadillo repeat only 2
GSVIVT01024057001	PF00226	PTHR11821				AT4G36040.1		Chaperone DnaJ-domain superfamily protein
GSVIVT01024058001	PF05971	PTHR13393	KOG2912	2.1.1.181	K06970	AT2G21070.3	FIO1	methyltransferases
GSVIVT01024060001						AT4G38690.1		PLC-like phosphodiesterases superfamily protein
GSVIVT01024061001	PF01535	PTHR10483				AT2G21090.1		Pentatricopeptide repeat (PPR-like) superfamily protein
GSVIVT01024062001	PF04548,PF01926,PF11886	PTHR10903				AT4G02510.1	ATTOC159,PPI2,TOC159,TOC160,TOC86	translocon at the outer envelope membrane of chloroplasts 159
GSVIVT01024064001	PF01425	PTHR11895	KOG1211			AT4G34880.1		Amidase family protein
GSVIVT01024065001	PF01425	PTHR11895	KOG1211			AT4G34880.1		Amidase family protein
GSVIVT01024066001		PTHR11895				AT4G34880.1		Amidase family protein
GSVIVT01024067001	PF01425	PTHR11895	KOG1211			AT4G34880.1		Amidase family protein
GSVIVT01024068001	PF01425	PTHR11895	KOG1211			AT4G34880.1		Amidase family protein
GSVIVT01024069001	PF01425	PTHR11895	KOG1211			AT4G34880.1		Amidase family protein
GSVIVT01024070001		PTHR11895				AT4G34880.1		Amidase family protein
GSVIVT01024071001	PF01190					AT2G16630.1		Pollen Ole e 1 allergen and extensin family protein
GSVIVT01024072001	PF06273					AT4G38710.2		glycine-rich protein
GSVIVT01024073001	PF05653,PF00892	PTHR12570	KOG2922			AT2G21120.1		Protein of unknown function (DUF803)
GSVIVT01024075001			KOG4833		K14311	AT4G38760.1		Protein of unknown function (DUF3414)
GSVIVT01024076001	PF06735,PF01190					AT2G21140.1	ATPRP2,PRP2	proline-rich protein 2
GSVIVT01024077001								
GSVIVT01024079001						AT4G38770.1	ATPRP4,PRP4	proline-rich protein 4
GSVIVT01024081001	PF06735,PF01190					AT2G21140.1	ATPRP2,PRP2	proline-rich protein 2
GSVIVT01024082001		PTHR12924	KOG1631			AT2G16595.1		Translocon-associated protein (TRAP), alpha subunit
GSVIVT01024083001	PF04921	PTHR12722	KOG2894		K13119	AT2G21150.1	XCT	XAP5 family protein
GSVIVT01024084001	PF00010	PTHR23042:SF2				AT3G19860.2	bHLH121	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
GSVIVT01024086001	PF00121	PTHR21139	KOG1643	5.3.1.1	K01803	AT2G21170.1	PDTPI,TIM	triosephosphate isomerase
GSVIVT01024087001								
GSVIVT01024088001						AT3G46730.1		NB-ARC domain-containing disease resistance protein
GSVIVT01024090001						AT5G43470.1	HRT,RCY1,RPP8	Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01024091001						AT5G35450.1		Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01024094001								
GSVIVT01024096001	PF00931	PTHR23155:SF25				AT1G58400.1		Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01024097001	PF00931,PF00560	PTHR23155	KOG4658			AT1G58807.1		Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01024099001	PF00931		KOG4658			AT1G50180.1		NB-ARC domain-containing disease resistance protein
GSVIVT01024100001						AT1G53350.1		Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01024101001	PF00931					AT3G46530.1	RPP13	NB-ARC domain-containing disease resistance protein
GSVIVT01024102001	PF00931,PF00560		KOG4658			AT5G43470.1	HRT,RCY1,RPP8	Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01024104001	PF10441					AT4G30150.1		
GSVIVT01024105001	PF04853					AT4G34860.1		Plant neutral invertase family protein
GSVIVT01024106001	PF00810	PTHR10585	KOG3106			AT4G38790.1		ER lumen protein retaining receptor family protein
GSVIVT01024107001	PF00195,PF02797					AT4G34850.1	LAP5	Chalcone and stilbene synthase family protein
GSVIVT01024108001								
GSVIVT01024109001	PF01048	PTHR21234		3.2.2.16	K01244	AT4G38800.1	ATMTAN1,ATMTN1,MTAN1,MTN1	methylthioadenosine nucleosidase 1
GSVIVT01024110001						AT5G60920.1	COB	COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family
GSVIVT01024111001	PF04833					AT3G29810.1	COBL2	COBRA-like protein 2 precursor
GSVIVT01024113001		PTHR19139				AT2G45960.3	ATHH2,PIP1;2,PIP1B,TMP-A	plasma membrane intrinsic protein 1B
GSVIVT01024114001	PF00931,PF00560		KOG4658			AT1G53350.1		Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01024115001	PF00230	PTHR19139	KOG0223			AT4G35100.2	PIP2;7,PIP3,PIP3A,SIMIP	plasma membrane intrinsic protein 3
GSVIVT01024116001	PF00036					AT4G38810.2		Calcium-binding EF-hand family protein
GSVIVT01024117001	PF03134	PTHR12300	KOG1726			AT5G42560.1		Abscisic acid-responsive (TB2/DP1, HVA22) family protein
GSVIVT01024119001	PF02458,PF01535	PTHR10483				AT4G34830.1	MRL1	Pentatricopeptide repeat (PPR) superfamily protein
GSVIVT01024120001	PF02519				K14488	AT2G21210.1		SAUR-like auxin-responsive protein family 
GSVIVT01024121001								
GSVIVT01024122001	PF02519					AT4G34800.1		SAUR-like auxin-responsive protein family 
GSVIVT01024123001	PF02519					AT4G38840.1		SAUR-like auxin-responsive protein family 
GSVIVT01024125001	PF02519				K14488	AT2G21210.1		SAUR-like auxin-responsive protein family 
GSVIVT01024126001	PF02519					AT2G21210.1		SAUR-like auxin-responsive protein family 
GSVIVT01024127001	PF02519					AT4G38840.1		SAUR-like auxin-responsive protein family 
GSVIVT01024128001	PF02519					AT2G21210.1		SAUR-like auxin-responsive protein family 
GSVIVT01024129001	PF02519					AT4G38840.1		SAUR-like auxin-responsive protein family 
GSVIVT01024130001	PF02519					AT4G34800.1		SAUR-like auxin-responsive protein family 
GSVIVT01024131001	PF02519				K14488	AT4G38840.1		SAUR-like auxin-responsive protein family 
GSVIVT01024133001	PF02519				K14488	AT4G34800.1		SAUR-like auxin-responsive protein family 
GSVIVT01024134001	PF02519					AT4G38840.1		SAUR-like auxin-responsive protein family 
GSVIVT01024135001	PF02519				K14488	AT2G21210.1		SAUR-like auxin-responsive protein family 
GSVIVT01024136001	PF02519				K14488	AT4G38840.1		SAUR-like auxin-responsive protein family 
GSVIVT01024138001	PF02519				K14488	AT5G18080.1		SAUR-like auxin-responsive protein family 
GSVIVT01024139001	PF01535	PTHR10483				AT1G68930.1		pentatricopeptide (PPR) repeat-containing protein
GSVIVT01024140001								
GSVIVT01024142001						AT4G02210.1		
GSVIVT01024144001	PF01471					AT1G59970.1		Matrixin family protein
GSVIVT01024146001								
GSVIVT01024149001	PF03366	PTHR23195	KOG3149		K11341	AT5G45600.1	GAS41,TAF14B	YEATS family protein
GSVIVT01024152001	PF02519				K14488	AT1G19840.1		SAUR-like auxin-responsive protein family 
GSVIVT01024153001	PF00294	PTHR10584	KOG2855			AT1G49350.1		pfkB-like carbohydrate kinase family protein
GSVIVT01024154001	PF02033				K02834	AT4G34730.1		ribosome-binding factor A family protein
GSVIVT01024157001	PF00310	PTHR11907	KOG0572	2.4.2.14	K00764	AT4G34740.1	ASE2,ATASE2,ATPURF2,CIA1	GLN phosphoribosyl pyrophosphate amidotransferase 2
GSVIVT01024158001	PF00642,PF01207	PTHR11082	KOG2333	1.-.-.-	K05544	AT4G38890.1		FMN-linked oxidoreductases superfamily protein
GSVIVT01024160001	PF07716,PF00170	PTHR13301:SF7				AT4G38900.2		Basic-leucine zipper (bZIP) transcription factor family protein
GSVIVT01024161001								
GSVIVT01024162001	PF06217					AT2G21240.2	ATBPC4,BBR,BPC4	basic pentacysteine 4
GSVIVT01024163001	PF02544	PTHR14624	KOG1640			AT2G16530.1		3-oxo-5-alpha-steroid 4-dehydrogenase family protein
GSVIVT01024164001	PF00248	PTHR11732	KOG1577	1.1.1.200	K00085	AT2G21250.1		NAD(P)-linked oxidoreductase superfamily protein
GSVIVT01024165001	PF00137	PTHR10263	KOG0232	3.6.3.14	K02155	AT4G38920.1	ATVHA-C3,AVA-P3,VHA-C3	vacuolar-type H(+)-ATPase C3
GSVIVT01024167001	PF02784,PF00278	PTHR11482		4.1.1.19	K01583	AT4G34710.2	ADC2,ATADC2,SPE2	arginine decarboxylase 2
GSVIVT01024168001	PF03152	PTHR12555	KOG1816		K14016	AT2G21270.1	UFD1	ubiquitin fusion degradation 1
GSVIVT01024169001	PF01370,PF08338	PTHR11092	KOG3019		K07071	AT2G21280.1	ATSULA,GC1,SULA	NAD(P)-binding Rossmann-fold superfamily protein
GSVIVT01024170001						AT2G21290.1		
GSVIVT01024171001	PF05347	PTHR12868	KOG3466	1.6.5.3,1.6.99.3	K03965	AT4G34700.1		LYR family of Fe/S cluster biogenesis protein
GSVIVT01024172001	PF00225,PF11995	PTHR16012	KOG0242			AT2G21300.2		ATP binding microtubule motor family protein
GSVIVT01024173001	PF00643					AT4G38960.1		B-box type zinc finger family protein
GSVIVT01024174001	PF00274	PTHR11627	KOG1557			AT4G38970.1	FBA2	fructose-bisphosphate aldolase 2
GSVIVT01024176001						AT5G42900.3	COR27	cold regulated gene 27
GSVIVT01024177001	PF03364,PF10604	PTHR12901	KOG3177			AT4G17650.1		Polyketide cyclase / dehydrase and lipid transport protein
GSVIVT01024178001						AT4G38980.1		
GSVIVT01024179001	PF00759	PTHR22298		3.2.1.4	K01179	AT4G39010.1	AtGH9B18,GH9B18	glycosyl hydrolase 9B18
GSVIVT01024180001	PF00098	PTHR23002				AT1G75560.1		zinc knuckle (CCHC-type) family protein
GSVIVT01024181001	PF00628,PF07649,PF02201,PF03126,PF02213	PTHR14445	KOG1946			AT2G16485.1		nucleic acid binding;zinc ion binding;DNA binding
GSVIVT01024182001								
GSVIVT01024183001						AT3G51100.1		
GSVIVT01024185001						AT3G51090.1		Protein of unknown function (DUF1640)
GSVIVT01024186001	PF00067	PTHR19383	KOG0156	1.14.-.-	K09755	AT4G36220.1	CYP84A1,FAH1	ferulic acid 5-hydroxylase 1
GSVIVT01024187001		PTHR11566				AT1G59610.1	ADL3,CF1,DL3,DRP2B	dynamin-like 3
GSVIVT01024189001		PTHR12606				AT3G06910.1	ULP1A	UB-like protease 1A
GSVIVT01024190001								
GSVIVT01024191001	PF07798	PTHR14360	KOG3156			AT2G16460.1		Protein of unknown function (DUF1640)
GSVIVT01024193001	PF00067	PTHR19383	KOG0156	1.14.-.-	K09755	AT4G36220.1	CYP84A1,FAH1	ferulic acid 5-hydroxylase 1
GSVIVT01024194001	PF00320	PTHR22949:SF3				AT5G66320.1	GATA5	GATA transcription factor 5
GSVIVT01024195001	PF05922,PF00082,PF02225	PTHR10795				AT4G10550.3		Subtilase family protein
GSVIVT01024196001	PF00018,PF07653	PTHR19969	KOG1118			AT4G34660.1		SH3 domain-containing protein
GSVIVT01024197001	PF00494	PTHR11626	KOG1459	2.5.1.21	K00801	AT4G34640.1	ERG9,SQS1	squalene synthase 1
GSVIVT01024198001	PF01554	PTHR11206	KOG1347			AT2G21340.1		MATE efflux family protein
GSVIVT01024199001	PF01554	PTHR11206	KOG1347			AT2G21340.1		MATE efflux family protein
GSVIVT01024200001	PF01985					AT2G21350.1		RNA-binding CRS1 / YhbY (CRM) domain protein
GSVIVT01024201001	PF04059					AT5G07930.3	MCT2	MEI2 C-terminal RRM only like 2
GSVIVT01024202001	PF02782	PTHR10196	KOG2517			AT2G21370.1	XK-1,XK1	xylulose kinase-1
GSVIVT01024203001	PF00225,PF00097	PTHR16012	KOG0242			AT4G39050.1		Kinesin motor family protein
GSVIVT01024204001	PF00643					AT1G75540.1	STH2	salt tolerance homolog2
GSVIVT01024205001						AT2G21385.1		
GSVIVT01024206001	PF05142					AT5G66350.1	SHI	Lateral root primordium (LRP) protein-related
GSVIVT01024207001	PF00493,PF07728	PTHR11630	KOG0478		K02212	AT2G16440.1	MCM4	Minichromosome maintenance (MCM2/3/5) family protein
GSVIVT01024208001	PF01496	PTHR11629	KOG2189	3.6.3.14	K02154	AT4G39080.1	VHA-A3	vacuolar proton ATPase A3
GSVIVT01024210001								
GSVIVT01024212001	PF00149	PTHR22953	KOG1378			AT2G16430.2	ATPAP10,PAP10	purple acid phosphatase 10
GSVIVT01024214001	PF00149	PTHR22953	KOG1378			AT2G16430.2	ATPAP10,PAP10	purple acid phosphatase 10
